htid	page_number	page_tokens
pst.000033164229	1	[]
pst.000033164229	2	[]
pst.000033164229	3	['acclaim', 'among', 'ancestors', 'astonishing', 'behavior', 'belly', 'book', 'brilliantly', 'buffalo', 'character', 'characters', 'charms', 'chicago', 'christian', 'company', 'convinces', 'devastating', 'distinguished', 'donleavy', 'e', 'entertains', 'extraordinary', 'faulkner', 'fierce', 'giant', 'honesty', 'informs', 'intractable', 'irony', 'james', 'joyce', 'kafka', 'kelman', 'kelman', 'late', 'late', 'laughs', 'life', 'literary', 'lowry', 'malcolm', 'marvelous', 'monitor', 'monologues', 'new', 'news', 'news', 'observer', 'page', 'pages', 'place', 'please', 'praise', 'prominent', 'raleigh', 'review', 'richness', 'sammy', 'science', 'succeeds', 'times', 'tribune', 'turn', 'vibrance', 'vividness', 'work', 'york']
pst.000033164229	4	['bleak', 'blind', 'book', 'character', 'come', 'compelling', 'complex', 'confusing', 'courant', 'dallas', 'darkest', 'darkness', 'de', 'distinction', 'fine', 'force', 'hartford', 'humor', 'impressive', 'initiation', 'inside', 'kafkaesque', 'kelman', 'key', 'late', 'late', 'lets', 'life', 'london', 'mind', 'morning', 'news', 'nightmare', 'one', 'oregonian', 'phrases', 'portland', 'post', 'prose', 'quite', 'readers', 'real', 'roaring', 'sammy', 'share', 'sight', 'simply', 'sparse', 'success', 'sunday', 'superbly', 'takes', 'times', 'tour', 'us', 'use', 'washington', 'wellwritten', 'work', 'world', 'writer']
pst.000033164229	5	['agnes', 'alasdair', 'angel', 'attacks', 'author', 'baird', 'breakfast', 'burn', 'busconductor', 'chancer', 'cultural', 'disaffection', 'essays', 'giro', 'glasgow', 'gray', 'greyhound', 'hamilton', 'hardie', 'hines', 'lean', 'leonard', 'near', 'nightshift', 'old', 'owens', 'plays', 'political', 'pub', 'recent', 'short', 'stories', 'stories', 'tales', 'tales', 'three', 'tom', 'writers']
pst.000033164229	6	[]
pst.000033164229	7	['del', 'james', 'kelman', 'late', 'late', 'paperbacks', 'ta', 'trade']
pst.000033164229	8	['address', 'agnes', 'alasdair', 'america', 'around', 'arrangement', 'bantam', 'book', 'book', 'broadway', 'bvg', 'christ', 'company', 'company', 'copyright', 'countries', 'dell', 'dell', 'delta', 'delta', 'division', 'doubleday', 'electronic', 'except', 'form', 'gray', 'group', 'including', 'information', 'information', 'isbn', 'james', 'jeff', 'kelman', 'law', 'leonard', 'manufactured', 'march', 'may', 'means', 'mechanical', 'new', 'new', 'new', 'new', 'norton', 'norton', 'office', 'owens', 'part', 'patent', 'permission', 'permitted', 'photocopying', 'published', 'publisher', 'publishing', 'publishing', 'recording', 'registered', 'reprinted', 'reproduced', 'reserved', 'retrieval', 'rights', 'states', 'still', 'storage', 'system', 'thank', 'tom', 'torrington', 'trademark', 'trademark', 'transmitted', 'united', 'w', 'w', 'w', 'without', 'written', 'york', 'york', 'york', 'york']
pst.000033164229	9	['acknowledged', 'acknowledgements', 'always', 'anything', 'best', 'blackman', 'blackwood', 'blues', 'bridge', 'buddy', 'chestnut', 'cholampy', 'christopher', 'combine', 'combine', 'comin', 'copyright', 'copyright', 'copyright', 'copyright', 'copyright', 'copyright', 'copyright', 'dust', 'easier', 'emi', 'emi', 'emi', 'emi', 'emi', 'emi', 'emi', 'emi', 'ever', 'following', 'good', 'got', 'gratefully', 'guthrie', 'james', 'jerry', 'jerry', 'john', 'kris', 'kris', 'kristofferson', 'kristofferson', 'london', 'london', 'london', 'london', 'london', 'loving', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'ludlow', 'mark', 'material', 'mind', 'mornin', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'music', 'new', 'new', 'new', 'new', 'new', 'oea', 'oea', 'oea', 'oea', 'oea', 'permission', 'permission', 'permission', 'permission', 'permission', 'permission', 'permission', 'pneumonia', 'pub', 'publishing', 'publishing', 'publishing', 'publishing', 'publishing', 'publishing', 'quote', 'reproduced', 'reproduced', 'reproduced', 'reproduced', 'reproduced', 'rose', 'roses', 'salley', 'screen', 'songs', 'songs', 'songs', 'sunday', 'thompson', 'tree', 'tree', 'usa', 'usa', 'usa', 'usa', 'usa', 'used', 'wayne', 'woody', 'words', 'words', 'words', 'words', 'words', 'year', 'york', 'york', 'york', 'york', 'york']
pst.000033164229	10	['acknowledge', 'angels', 'apartment', 'associated', 'austin', 'available', 'becomes', 'blue', 'blues', 'bob', 'bobby', 'campbell', 'close', 'connelly', 'contain', 'copyright', 'correctly', 'cryin', 'dylan', 'ecir', 'editions', 'effort', 'essex', 'every', 'eyes', 'flying', 'frey', 'fuller', 'future', 'green', 'ground', 'hello', 'henley', 'holders', 'idiot', 'information', 'inside', 'international', 'johnny', 'kassner', 'limit', 'london', 'london', 'london', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'made', 'mayhew', 'meisner', 'memphis', 'mobile', 'music', 'music', 'music', 'nelson', 'nelson', 'ojh', 'osz', 'paycheck', 'permission', 'permission', 'permission', 'permission', 'permission', 'publications', 'published', 'publishers', 'publishing', 'rain', 'say', 'see', 'sony', 'stuck', 'swio', 'take', 'used', 'used', 'used', 'used', 'used', 'willie', 'willie', 'wind', 'windswept', 'wiv', 'woodford']
