htid	page_number	page_tokens
uc1.b4973452	1	[]
uc1.b4973452	2	[]
uc1.b4973452	3	[]
uc1.b4973452	4	[]
uc1.b4973452	5	['lament']
uc1.b4973452	6	['author', 'confessions', 'cynthia', 'distant', 'english', 'fiction', 'jerusalem', 'life', 'likeness', 'madam', 'non', 'old', 'payne', 'peter', 'smart', 'soldiers', 'trespasses', 'work', 'ﬁction']
uc1.b4973452	7	['bailey', 'bedford', 'cape', 'jonathan', 'lament', 'london', 'paul', 'square']
uc1.b4973452	8	['acknowledgment', 'bailey', 'bailey', 'banks', 'bedford', 'bmi', 'britain', 'british', 'buffett', 'butler', 'cape', 'cataloguing', 'copyright', 'copyright', 'coral', 'data', 'excerpt', 'f', 'first', 'frome', 'gabriel', 'grateful', 'great', 'hf', 'isbn', 'jimmy', 'jonathan', 'lament', 'library', 'ljbrgrv', 'london', 'london', 'ltd', 'ltd', 'made', 'margaritaville', 'music', 'music', 'music', 'mvil', 'outer', 'paul', 'paul', 'permission', 'printed', 'publication', 'published', 'qnnin', 'reefer', 'reprint', 'square', 'tanner', 'title', 'umy', 'wcib', 'words']
uc1.b4973452	9	['always', 'da', 'fr']
uc1.b4973452	10	[]
uc1.b4973452	11	['become', 'crabbe', 'entirely', 'fragment', 'george', 'griefs', 'infancy', 'joys', 'life', 'like', 'like', 'mix', 'mix', 'oil', 'rivers', 'subside', 'thrown', 'thrown', 'tide', 'upon', 'waters', 'ﬂowing']
uc1.b4973452	12	[]
uc1.b4973452	13	['l', 'one', 'part']
uc1.b4973452	14	[]
uc1.b4973452	15	['absence', 'activity', 'ages', 'almost', 'announced', 'appreciate', 'arose', 'ask', 'asking', 'bear', 'blenheim', 'blenheim', 'brass', 'built', 'button', 'came', 'capital', 'century', 'chiswick', 'collar', 'completion', 'consider', 'course', 'days', 'deﬁnite', 'distress', 'eiderdown', 'entire', 'even', 'even', 'eversprawling', 'failed', 'farthing', 'father', 'feel', 'forty', 'gabriel', 'gift', 'gone', 'good', 'grief', 'hands', 'happy', 'harvey', 'heart', 'hissed', 'hoped', 'hot', 'hours', 'house', 'ii', 'inheritance', 'insult', 'interests', 'kitty', 'know', 'lad', 'late', 'later', 'leaving', 'legacy', 'legs', 'life', 'life', 'life', 'live', 'long', 'loved', 'lucre', 'minnesota', 'money', 'moods', 'much', 'nearly', 'needed', 'neither', 'nights', 'oh', 'old', 'oswald', 'others', 'outskirts', 'parting', 'past', 'person', 'press', 'pummelling', 'questions', 'reminded', 'restless', 'rightful', 'ring', 'river', 'see', 'signs', 'signs', 'something', 'son', 'stopped', 'strut', 'stud', 'suddenly', 'summer', 'suppose', 'sure', 'surprised', 'thames', 'thank', 'thanked', 'times', 'turd', 'wanted', 'way', 'went', 'world', 'worming', 'years', 'yes', 'yes', 'yet', 'ﬁfty', 'ﬁlthy']
uc1.b4973452	16	['absurdly', 'added', 'age', 'ago', 'allowed', 'almost', 'among', 'ancient', 'annoyed', 'appeared', 'away', 'away', 'banker', 'bearing', 'became', 'believe', 'blackened', 'blenheim', 'bloody', 'body', 'bowl', 'bribe', 'bright', 'burn', 'ca', 'call', 'calm', 'cantankerous', 'care', 'care', 'careful', 'chalice', 'charred', 'chose', 'collecting', 'corpse', 'crack', 'cracked', 'darkest', 'defence', 'despair', 'dish', 'dominoes', 'dominoes', 'door', 'doubt', 'dry', 'earthenware', 'eating', 'eh', 'equal', 'evening', 'evidence', 'exchange', 'expect', 'fabrication', 'fanciful', 'father', 'fend', 'forward', 'front', 'gabriel', 'game', 'games', 'gaslight', 'glistening', 'good', 'good', 'hands', 'hard', 'held', 'high', 'home', 'husband', 'imaginings', 'incriminating', 'instead', 'kitchen', 'know', 'known', 'lad', 'lad', 'lad', 'lad', 'left', 'let', 'let', 'little', 'log', 'looked', 'lot', 'making', 'master', 'means', 'merchant', 'might', 'mind', 'morbid', 'mother', 'mother', 'move', 'need', 'neighbours', 'night', 'night', 'nodded', 'noticed', 'one', 'ossie', 'otherwise', 'packet', 'pauper', 'pension', 'perhaps', 'place', 'played', 'poke', 'precious', 'prepared', 'presence', 'probably', 'providing', 'pudding', 'questions', 'reasonable', 'remains', 'remembered', 'result', 'rice', 'richest', 'saw', 'scrubbed', 'secret', 'seemed', 'set', 'setback', 'several', 'shadow', 'shall', 'sharpish', 'sink', 'slowly', 'smiled', 'son', 'soon', 'steam', 'step', 'still', 'stock', 'story', 'story', 'succumbed', 'sudden', 'suggests', 'surface', 'table', 'taken', 'talk', 'telling', 'thick', 'thing', 'think', 'toiler', 'told', 'took', 'treated', 'truth', 'turn', 'two', 'understood', 'us', 'usually', 'volition', 'walked', 'wash', 'water', 'wealthy', 'week', 'went', 'witness', 'wo', 'wo', 'wondered', 'word', 'worker', 'working', 'year', 'yes', 'yet', 'ﬁnished', 'ﬂoating']
