htid	page_number	page_tokens
uc1.$b800569	1	['b', 'b', 'dd', 'f', 'fill', 'la']
uc1.$b800569	2	['californko', 'davis', 'library', 'university']
uc1.$b800569	3	[]
uc1.$b800569	4	[]
uc1.$b800569	5	['c', 'e', 'e', 'e', 'e', 'f', 'h', 'k', 'l', 'n', 'r', 'se']
uc1.$b800569	6	['camp', 'charles', 'co', 'day', 'gordon', 'last', 'lin', 'ln', 'man', 'power', 'williams', 'women']
uc1.$b800569	7	['californla', 'company', 'davis', 'e', 'gordon', 'inc', 'library', 'like', 'morrow', 'n', 'scenes', 'university', 'w', 'william', 'williams', 'york']
uc1.$b800569	8	['addressed', 'america', 'book', 'britain', 'card', 'catalog', 'company', 'congress', 'copyright', 'electronic', 'form', 'gordon', 'great', 'including', 'information', 'inquiries', 'library', 'may', 'means', 'mechanical', 'morrow', 'new', 'number', 'part', 'permission', 'photocopying', 'printed', 'published', 'published', 'publisher', 'recording', 'reproduced', 'reserved', 'retrieval', 'rights', 'states', 'states', 'storage', 'system', 'united', 'united', 'utilized', 'william', 'williams', 'without', 'writing', 'york']
uc1.$b800569	9	['abroad', 'around', 'art', 'arts', 'bard', 'behind', 'blest', 'breath', 'bright', 'burns', 'certes', 'contagion', 'content', 'coronets', 'cottage', 'cottar', 'crowns', 'cumbrous', 'dar', 'de', 'dear', 'desert', 'die', 'disguising', 'fair', 'far', 'fire', 'friend', 'glorious', 'god', 'god', 'grandeur', 'guard', 'guardian', 'h', 'hardy', 'health', 'heart', 'heaven', 'heaven', 'heavenly', 'hell', 'home', 'honest', 'human', 'inspirer', 'isle', 'kind', 'kings', 'leaves', 'like', 'lives', 'load', 'long', 'lordling', 'lords', 'lov', 'lp', 'luxury', 'makes', 'man', 'may', 'may', 'may', 'native', 'never', 'never', 'night', 'noblest', 'nobly', 'nobly', 'oft', 'old', 'ornament', 'palace', 'part', 'patriot', 'patriot', 'patriot', 'patriotic', 'peace', 'peculiar', 'pomp', 'populace', 'pour', 'prevent', 'pride', 'princes', 'r', 'raise', 'realm', 'refined', 'rent', 'rever', 'reward', 'rise', 'road', 'robert', 'rs', 'rustic', 'saturday', 'scenes', 'scotia', 'scotia', 'scotia', 'second', 'sent', 'simple', 'soil', 'sons', 'springs', 'stand', 'stem', 'still', 'stream', 'studied', 'succession', 'sweet', 'thou', 'thou', 'thro', 'thy', 'tide', 'toil', 'tyrranic', 'un', 'undaunted', 'vile', 'virtue', 'virtuous', 'wall', 'wallace', 'warmest', 'weak', 'wickedness', 'wish', 'work', 'wretch']
uc1.$b800569	10	[]
uc1.$b800569	11	['air', 'although', 'back', 'back', 'bacon', 'bed', 'beyond', 'bicycle', 'bicycle', 'blackie', 'boots', 'bottles', 'boy', 'boys', 'bricks', 'broken', 'came', 'case', 'chapter', 'chewing', 'chill', 'cobbles', 'cold', 'cold', 'containing', 'council', 'cuffs', 'damn', 'dark', 'darroch', 'dunky', 'dunky', 'elastic', 'englishman', 'even', 'even', 'even', 'eyes', 'fawn', 'feed', 'fingers', 'flask', 'freezing', 'frosty', 'gloves', 'gloves', 'got', 'got', 'green', 'grimy', 'hand', 'handlebars', 'handlebars', 'hands', 'heart', 'hill', 'hobnail', 'horses', 'house', 'hung', 'hung', 'inches', 'january', 'january', 'kitchen', 'kitchen', 'like', 'logan', 'logan', 'man', 'mccann', 'mccann', 'metal', 'monday', 'monday', 'morning', 'morning', 'mother', 'mouth', 'nail', 'nancy', 'near', 'old', 'old', 'one', 'one', 'pedalled', 'place', 'pocket', 'porridge', 'protect', 'pulled', 'pullover', 'pullover', 'quarter', 'rasped', 'rested', 'rind', 'rind', 'road', 'rubbery', 'sandwiches', 'scheme', 'sensation', 'seven', 'shuttle', 'since', 'six', 'slack', 'sleeves', 'sleeves', 'stable', 'stable', 'stable', 'stamping', 'still', 'still', 'stretching', 'strong', 'table', 'teeth', 'tenement', 'throat', 'trouser', 'unthinkable', 'vacuum', 'wad', 'wall', 'warm', 'water', 'wear', 'wore', 'working']
uc1.$b800569	12	['air', 'almost', 'along', 'always', 'another', 'another', 'armpits', 'back', 'back', 'beds', 'behind', 'black', 'black', 'blew', 'blew', 'blue', 'bother', 'bridge', 'bridge', 'bridge', 'broken', 'buildings', 'clydesdales', 'cold', 'craig', 'crawling', 'cycled', 'dank', 'darkness', 'darroch', 'day', 'day', 'days', 'dismounting', 'doubt', 'dragon', 'drips', 'dunky', 'early', 'edge', 'edge', 'embankment', 'empty', 'ended', 'engineering', 'especially', 'ever', 'eyes', 'factories', 'faint', 'farm', 'farm', 'farmhouse', 'farmworker', 'feel', 'felt', 'field', 'fingers', 'finished', 'five', 'flame', 'flared', 'froze', 'gardens', 'getting', 'getting', 'got', 'half', 'hard', 'harness', 'harsh', 'horses', 'hours', 'houses', 'hung', 'icicles', 'inside', 'iron', 'kitchen', 'knuckles', 'lamp', 'lay', 'led', 'left', 'lifting', 'light', 'light', 'lights', 'like', 'low', 'low', 'made', 'matches', 'mccann', 'mccann', 'men', 'men', 'mess', 'moments', 'monday', 'monday', 'moon', 'morning', 'moving', 'moving', 'nostrils', 'old', 'one', 'paraffin', 'past', 'pitting', 'place', 'potatoes', 'pulling', 'rafters', 'railway', 'railway', 'reached', 'ring', 'road', 'road', 'ropes', 'round', 'rubbed', 'rubbed', 'scheme', 'scheme', 'scheme', 'see', 'see', 'sharn', 'shops', 'silhouettes', 'silvery', 'slept', 'sloping', 'smelly', 'smoked', 'snorting', 'sodium', 'somebody', 'sprawling', 'stable', 'stable', 'start', 'steading', 'steamy', 'stood', 'straw', 'streets', 'streets', 'striking', 'thinking', 'three', 'three', 'tidied', 'tidied', 'time', 'time', 'tools', 'tough', 'two', 'two', 'underside', 'vault', 'warm', 'warmer', 'whose', 'wick', 'willie', 'winter', 'work', 'worked', 'worst', 'worst', 'yard', 'yoked']
