htid	page_number	page_tokens
uc1.$b391729	1	['lift']
uc1.$b391729	2	['achievements', 'adale', 'age', 'alexander', 'alexander', 'alexander', 'almost', 'ambitious', 'apollo', 'appearance', 'brief', 'c', 'character', 'childhood', 'classical', 'considering', 'contradictory', 'cover', 'dodong', 'enigmatic', 'everything', 'father', 'fire', 'friend', 'heaven', 'hephaistion', 'history', 'importance', 'key', 'king', 'lie', 'life', 'life', 'lynkests', 'macedon', 'make', 'mask', 'may', 'miss', 'miss', 'molossars', 'murdered', 'must', 'n', 'novels', 'one', 'philip', 'pl', 'recorded', 'renault', 'renault', 'seem', 'short', 'story', 'succeeded', 'tells', 'triumphant', 'twenty', 'ultimate', 'unforgettable', 'years', 'young']
uc1.$b391729	3	['byzantion', 'c', 'e', 'e', 'ephesus', 'halikarussos', 'mifts', 'perinflios', 'ph', 'sanffs', 'slid', 'troy']
uc1.$b391729	4	[]
uc1.$b391729	5	[]
uc1.$b391729	6	['apollo', 'author', 'bull', 'charioteer', 'die', 'king', 'last', 'mask', 'must', 'sea', 'wine']
uc1.$b391729	7	['fire', 'heaven']
uc1.$b391729	8	[]
uc1.$b391729	9	['b', 'e', 'fire', 'frona', 'h', 'heaven', 'ks', 'mary', 'n', 'pant', 'renault']
uc1.$b391729	10	['america', 'books', 'britain', 'card', 'catalog', 'congress', 'conventions', 'copyright', 'copyright', 'division', 'first', 'great', 'green', 'house', 'international', 'library', 'limited', 'loan', 'london', 'longmans', 'manufactured', 'mary', 'new', 'number', 'pantheon', 'printing', 'published', 'random', 'renault', 'reserved', 'rights', 'stack', 'states', 'states', 'united', 'united', 'york']
uc1.$b391729	11	['answered', 'asked', 'curtius', 'divine', 'done', 'fs', 'happy', 'honors', 'king', 'last', 'loozs', 'paid', 'perdikkas', 'pr', 'quintus', 'times', 'wished', 'wished', 'words']
uc1.$b391729	12	[]
uc1.$b391729	13	[]
uc1.$b391729	14	[]
uc1.$b391729	15	['ago', 'alone', 'along', 'always', 'asleep', 'asleep', 'awake', 'back', 'backs', 'bad', 'band', 'bed', 'belly', 'beside', 'blanket', 'blue', 'bowling', 'boy', 'boys', 'breathing', 'brown', 'bunched', 'burned', 'case', 'child', 'climb', 'close', 'cockfights', 'coil', 'coils', 'cold', 'cradle', 'died', 'dream', 'dusk', 'ear', 'else', 'enamel', 'everyone', 'fallen', 'far', 'fast', 'feet', 'fell', 'felt', 'five', 'flickering', 'floor', 'four', 'frightened', 'given', 'given', 'grew', 'grey', 'hands', 'head', 'hoops', 'inside', 'kleopatra', 'knew', 'knotting', 'lamp', 'legs', 'let', 'like', 'long', 'low', 'make', 'marble', 'moment', 'moonlight', 'mother', 'must', 'nearly', 'neck', 'nursery', 'one', 'one', 'ones', 'painted', 'pale', 'patching', 'patterned', 'polished', 'pushed', 'pushed', 'right', 'room', 'see', 'sharp', 'shifted', 'short', 'shoulder', 'sister', 'slid', 'smooth', 'snake', 'snake', 'snake', 'soon', 'spartan', 'squeezed', 'stand', 'strong', 'struck', 'sure', 'tall', 'thin', 'tightly', 'told', 'tongue', 'turned', 'two', 'waist', 'wakened', 'watching', 'well', 'window', 'woven', 'year', 'yellow']
uc1.$b391729	16	['alone', 'already', 'among', 'angry', 'anyone', 'armor', 'away', 'back', 'bath', 'bed', 'better', 'bone', 'borders', 'bring', 'buckles', 'calling', 'carved', 'cassia', 'cause', 'chests', 'child', 'click', 'clothes', 'clumsy', 'cold', 'combs', 'common', 'day', 'discerned', 'discordant', 'distant', 'door', 'earring', 'ends', 'even', 'everywhere', 'far', 'father', 'father', 'father', 'feeling', 'fingers', 'first', 'flat', 'flute', 'found', 'get', 'glad', 'glaukos', 'glaukos', 'glowing', 'go', 'going', 'greetings', 'growing', 'hair', 'hall', 'hall', 'hall', 'hand', 'head', 'hear', 'hear', 'hear', 'heard', 'hearing', 'heart', 'hellanike', 'helped', 'inside', 'kindred', 'known', 'lady', 'laid', 'lamp', 'lanike', 'lanike', 'lanike', 'laughter', 'lazy', 'learned', 'less', 'lest', 'like', 'likening', 'lines', 'listen', 'listened', 'looking', 'loose', 'lost', 'lost', 'loud', 'loudest', 'mason', 'men', 'men', 'middle', 'might', 'morning', 'mother', 'must', 'naked', 'name', 'near', 'nearer', 'never', 'night', 'night', 'noise', 'nurse', 'nurse', 'nurse', 'pacing', 'paintpots', 'passage', 'passed', 'pearwood', 'perhaps', 'pictured', 'playing', 'polished', 'presences', 'red', 'remembered', 'reminded', 'resolved', 'robe', 'room', 'royal', 'safely', 'saw', 'say', 'scared', 'search', 'search', 'secret', 'seen', 'sent', 'sentry', 'shaken', 'shielding', 'shouting', 'shouting', 'side', 'silent', 'singing', 'singing', 'skin', 'slapped', 'sleep', 'slide', 'slurring', 'smelling', 'snake', 'snake', 'snake', 'snores', 'snoring', 'softly', 'solitude', 'son', 'sound', 'sound', 'sounds', 'stands', 'stay', 'stifled', 'still', 'stray', 'strength', 'stroking', 'taking', 'till', 'tiny', 'together', 'turned', 'twice', 'two', 'understand', 'upon', 'voice', 'wake', 'waking', 'warmth', 'white', 'women', 'women', 'wool', 'wore', 'yellow']
