htid	page_number	page_tokens
uva.x001844478	1	['amongst', 'clem', 'john', 'library', 'mcgahern', 'university', 'virginia', 'women']
uva.x001844478	2	[]
uva.x001844478	3	[]
uva.x001844478	4	[]
uva.x001844478	5	[]
uva.x001844478	6	['author', 'barracks', 'dark', 'getting', 'ground', 'high', 'leavetaking', 'nightlines', 'pornographer']
uva.x001844478	7	['john', 'mcgahern', 'viking']
uva.x001844478	8	['america', 'american', 'amongst', 'auckland', 'australia', 'australia', 'book', 'books', 'books', 'books', 'books', 'books', 'books', 'books', 'canada', 'canada', 'cataloging', 'cm', 'congress', 'copyright', 'copyright', 'copyright', 'data', 'division', 'division', 'edition', 'electronic', 'england', 'england', 'f', 'first', 'form', 'group', 'harmondsworth', 'hudson', 'introduced', 'isbn', 'john', 'john', 'john', 'king', 'lane', 'library', 'limiting', 'london', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'markham', 'may', 'mcgahern', 'mcgahern', 'mcgahern', 'means', 'mechanical', 'middlesex', 'n', 'new', 'new', 'new', 'offices', 'ontario', 'otherwise', 'owner', 'part', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'permission', 'photocopying', 'printed', 'prior', 'publication', 'publication', 'published', 'published', 'publisher', 'q', 'recording', 'registered', 'reproduced', 'reserved', 'reserved', 'retrieval', 'rights', 'rights', 'ringwood', 'road', 'states', 'stored', 'street', 'street', 'system', 'title', 'transmitted', 'u', 'united', 'usa', 'usa', 'v', 'v', 'victoria', 'viking', 'viking', 'wairau', 'without', 'without', 'wrights', 'written', 'york', 'york', 'zealand']
uva.x001844478	9	['madeline']
uva.x001844478	10	[]
uva.x001844478	11	[]
uva.x001844478	12	[]
