htid	page_number	page_tokens
uva.x001802691	1	[]
uva.x001802691	2	['charlottesville', 'libraries', 'virginia']
uva.x001802691	3	[]
uva.x001802691	4	[]
uva.x001802691	5	['collection', 'guilty', 'ruth', 'surprised', 'thing', 'wexford']
uva.x001802691	6	[]
uva.x001802691	7	['alone', 'always', 'anything', 'beat', 'began', 'beneath', 'case', 'change', 'chief', 'childless', 'closer', 'cold', 'coming', 'couple', 'dark', 'dead', 'detective', 'discovered', 'discuss', 'either', 'elizabeth', 'enough', 'ever', 'everything', 'foot', 'guilty', 'hand', 'happy', 'hated', 'head', 'husband', 'inspector', 'lives', 'loved', 'much', 'must', 'never', 'night', 'nightingale', 'nightingales', 'nightingales', 'one', 'physically', 'placid', 'quarrel', 'quarrel', 'reason', 'secrets', 'seemed', 'september', 'shift', 'someone', 'someone', 'someone', 'soon', 'straightforward', 'surface', 'surface', 'surprised', 'suspected', 'thing', 'undercurrents', 'waited', 'weather', 'wexford', 'wife', 'woods']
uva.x001802691	8	[]
uva.x001802691	9	['according', 'affection', 'almost', 'altering', 'anything', 'audience', 'award', 'back', 'bestseller', 'birthday', 'bits', 'books', 'canon', 'change', 'chapter', 'christmas', 'classical', 'clearly', 'clues', 'coady', 'concern', 'consider', 'containing', 'crimewriter', 'crimewriters', 'cunning', 'deceive', 'deceive', 'detective', 'different', 'done', 'done', 'else', 'else', 'emerges', 'entertained', 'exasperated', 'explains', 'extract', 'father', 'february', 'first', 'flytrap', 'frightened', 'fun', 'global', 'glue', 'go', 'ground', 'growing', 'guardian', 'hammered', 'heard', 'human', 'hutchinsons', 'identity', 'intensive', 'interested', 'interview', 'key', 'kind', 'kind', 'last', 'like', 'manuscript', 'matthew', 'might', 'mind', 'motivation', 'mystified', 'naively', 'never', 'novel', 'old', 'one', 'originally', 'pattern', 'perpetrator', 'plotted', 'police', 'poll', 'puzzles', 'reaching', 'reader', 'really', 'recalls', 'recent', 'remembers', 'rendell', 'rendell', 'revised', 'rewriting', 'rewrote', 'ruth', 'ruth', 'scissors', 'see', 'simply', 'single', 'snap', 'spacing', 'started', 'story', 'submitted', 'subsequent', 'sunday', 'supplement', 'took', 'typewriter', 'wexford', 'wexford', 'wexford', 'whole', 'wholly', 'winning', 'works', 'write', 'writing', 'years']
uva.x001802691	10	['best', 'cunning', 'death', 'death', 'die', 'die', 'done', 'doon', 'dying', 'ever', 'evil', 'guilty', 'hands', 'lease', 'lie', 'life', 'man', 'mandarin', 'means', 'murder', 'new', 'one', 'put', 'ravens', 'shake', 'slaughter', 'sleeping', 'speaker', 'stories', 'surprised', 'thing', 'unkindness', 'veiled', 'wolf']
