htid	page_number	page_tokens
uc1.b3741276	1	['b', 'b', 'l']
uc1.b3741276	2	['b', 'e', 'e', 'e', 'k', 'l', 'library', 'r', 'university']
uc1.b3741276	3	[]
uc1.b3741276	4	[]
uc1.b3741276	5	['children', 'dyn', 'mouth']
uc1.b3741276	6	['alone', 'angels', 'author', 'ballroom', 'boys', 'brethren', 'cake', 'day', 'department', 'drunk', 'eckdorf', 'elizabeth', 'gomez', 'got', 'hotel', 'love', 'miss', 'mrs', 'novels', 'old', 'ritz', 'romance', 'short', 'stories']
uc1.b3741276	7	['dominic', 'patrick']
uc1.b3741276	8	[]
uc1.b3741276	9	['bodley', 'children', 'dynmouth', 'head', 'london', 'sydney', 'toronto', 'trevor', 'william']
uc1.b3741276	10	['bodley', 'bow', 'britain', 'brothers', 'copyright', 'first', 'gloucester', 'great', 'head', 'isbn', 'london', 'ltd', 'ltd', 'ltd', 'monotype', 'plantin', 'printed', 'published', 'set', 'street', 'trevor', 'typesetting', 'unwin', 'va', 'wcze', 'william', 'woking']
