htid	page_number	page_tokens
uc1.31158007693160	1	['ſae']
uc1.31158007693160	2	['angeles', 'california', 'library', 'los', 'university']
uc1.31158007693160	3	[]
uc1.31158007693160	4	['rºſº', 'º', 'º']
uc1.31158007693160	5	[]
uc1.31158007693160	6	['º', 'º']
uc1.31158007693160	7	['accidentally', 'activity', 'anticipated', 'arbuthnot', 'arthritis', 'basement', 'becomes', 'begins', 'burton', 'chief', 'clare', 'claremont', 'claremont', 'conversation', 'crater', 'cromwell', 'drinks', 'east', 'equally', 'exciting', 'exotic', 'experience', 'feel', 'fellow', 'fellow', 'fill', 'flat', 'frey', 'get', 'glum', 'grandson', 'harrods', 'hotel', 'indeed', 'less', 'life', 'life', 'life', 'like', 'ludo', 'man', 'married', 'means', 'meets', 'menus', 'monotonous', 'mont', 'mr', 'mrs', 'mrs', 'mrs', 'mrs', 'mrs', 'mrs', 'much', 'newspapers', 'novel', 'number', 'old', 'osmond', 'pal', 'palfrey', 'palfrey', 'palfrey', 'pass', 'people', 'purlieus', 'reside', 'residents', 'residents', 'retires', 'road', 'secretive', 'sk', 'spent', 'suffers', 'thrills', 'time', 'various', 'vicarious', 'warmer', 'ways', 'whose', 'widow', 'writes', 'writing', 'yawning', 'young']
uc1.31158007693160	8	['author', 'auty', 'b', 'b', 'b', 'children', 'cote', 'dding', 'de', 'dian', 'dicate', 'e', 'e', 'e', 'e', 'g', 'g', 'game', 'group', 'h', 'h', 'har', 'hide', 'jnovels', 'k', 'k', 'k', 'kind', 'l', 'l', 'l', 'la', 'lilly', 'lippin', 'man', 'mossy', 'n', 'ness', 'pal', 'pin', 'r', 'reath', 'roses', 'rs', 'se', 'season', 'short', 'slee', 'ster', 'stories', 'stories', 'summer', 'trotter', 'u', 'u', 'us', 'view', 'w']
uc1.31158007693160	9	['chatto', 'claremont', 'elizabeth', 'london', 'mrs', 'palfrey', 'taylor', 'windus']
uc1.31158007693160	10	['britain', 'c', 'chatham', 'chatto', 'chatto', 'clarke', 'co', 'co', 'electronic', 'elizabeth', 'form', 'great', 'irwin', 'isbn', 'iv', 'j', 'london', 'ltd', 'ltd', 'ltd', 'mackay', 'may', 'means', 'mechanical', 'otherwise', 'part', 'permission', 'photocopying', 'printed', 'prior', 'publication', 'published', 'recording', 'reproduced', 'reserved', 'retrieval', 'rights', 'sk', 'stored', 'street', 'system', 'taylor', 'toronto', 'transmitted', 'w', 'william', 'windus', 'windus', 'without']
uc1.31158007693160	11	[]
uc1.31158007693160	12	[]
