htid	page_number	page_tokens
uc1.b2838527	1	['b', 'e', 'e', 'e', 'e', 'ill']
uc1.b2838527	2	['cae', 'california', 'cyz', 'daeae', 'oz', 'university']
uc1.b2838527	3	[]
uc1.b2838527	4	[]
uc1.b2838527	5	[]
uc1.b2838527	6	[]
uc1.b2838527	7	['ang', 'novel', 'robertson', 'terence', 'us', 'wheeler']
uc1.b2838527	8	['angus', 'bartholomew', 'britain', 'city', 'close', 'copyright', 'eci', 'elizabeth', 'first', 'garden', 'george', 'great', 'gºsbn', 'hertfordshire', 'high', 'io', 'letchworth', 'limited', 'loan', 'london', 'ltd', 'melbourne', 'press', 'printed', 'published', 'robertson', 'singapore', 'stack', 'street', 'street', 'street', 'sydney', 'terence', 'wheeler']
uc1.b2838527	9	['dearest', 'sara']
uc1.b2838527	10	[]
uc1.b2838527	11	['aggression', 'aryan', 'ascetic', 'attention', 'authoritarian', 'bangash', 'black', 'black', 'bombay', 'books', 'came', 'chairman', 'characteristic', 'characteristic', 'chinese', 'christian', 'coldest', 'collapse', 'collapse', 'college', 'combine', 'combine', 'combine', 'conversely', 'decision', 'decisions', 'delay', 'deputy', 'dev', 'disposal', 'dr', 'dr', 'dr', 'effective', 'entirely', 'executioners', 'experience', 'face', 'family', 'followed', 'gained', 'gandhi', 'generation', 'generation', 'get', 'ghosts', 'goa', 'hand', 'happened', 'hear', 'hear', 'hurry', 'india', 'indian', 'indian', 'instance', 'jaimer', 'jhalawat', 'jhalawat', 'jobwal', 'jobwal', 'jobwal', 'jobwal', 'kartika', 'liberation', 'long', 'lord', 'made', 'made', 'making', 'man', 'man', 'manner', 'many', 'men', 'men', 'military', 'mineral', 'month', 'months', 'nawab', 'nawab', 'nayyar', 'never', 'next', 'next', 'northern', 'nothing', 'office', 'office', 'old', 'one', 'ootacamund', 'opportunist', 'pay', 'power', 'power', 'powerless', 'principal', 'raj', 'remained', 'rid', 'run', 'running', 'saw', 'saw', 'say', 'scholar', 'seven', 'since', 'southerner', 'southerner', 'speeches', 'suresh', 'today', 'tolerate', 'twelve', 'waited', 'weeks', 'welcomed', 'well', 'wife', 'witness', 'writing', 'years', 'young']
uc1.b2838527	12	['already', 'altogether', 'angular', 'apart', 'around', 'aryan', 'back', 'black', 'blurred', 'body', 'bought', 'bow', 'came', 'came', 'carry', 'charity', 'charlatans', 'choose', 'chosen', 'climbed', 'clock', 'cloud', 'cold', 'cold', 'collar', 'come', 'concepts', 'corridor', 'day', 'discarded', 'disintegrated', 'dispose', 'dr', 'dr', 'dunes', 'duty', 'emblem', 'emerged', 'entrance', 'first', 'first', 'fled', 'focus', 'frieze', 'gesture', 'grapple', 'greatcoat', 'grew', 'haste', 'hazy', 'health', 'highest', 'highness', 'hill', 'horizon', 'hospital', 'hospital', 'illicit', 'india', 'inspection', 'jhalawat', 'jobwal', 'jobwal', 'know', 'layabouts', 'leeds', 'left', 'let', 'like', 'like', 'lilac', 'lord', 'lucidity', 'main', 'make', 'make', 'man', 'midway', 'mile', 'miles', 'moments', 'naively', 'nazis', 'night', 'number', 'old', 'old', 'one', 'overhead', 'particular', 'passed', 'patience', 'people', 'perhaps', 'pilgrimages', 'plain', 'point', 'pungiri', 'rather', 'reorganize', 'responsibilities', 'rocky', 'roof', 'runs', 'sac', 'safeguard', 'say', 'ship', 'shrugged', 'side', 'sign', 'smoke', 'snapped', 'solid', 'solitary', 'solitude', 'sporadic', 'stairs', 'standing', 'still', 'sun', 'sunset', 'swasteeka', 'swasteekas', 'symbol', 'taken', 'temporarily', 'thoughts', 'tour', 'tower', 'tower', 'tower', 'town', 'town', 'treasured', 'tremendous', 'turned', 'typical', 'vehement', 'warmth', 'week', 'week', 'weekly', 'wellbeing', 'wind', 'wind', 'winter', 'winter']
