htid	page_number	page_tokens
uc1.32106014751256	1	['book', 'dark', 'detective', 'jvith', 'lowliness', 'magical', 'memoir', 'novel', 'ol', 'reading', 'review', 'sew', 'storv', 'suspense', 'times', 'york']
uc1.32106014751256	2	[]
uc1.32106014751256	3	['angeles', 'authority', 'beautiful', 'beautifully', 'beauty', 'beyond', 'book', 'book', 'book', 'boston', 'boy', 'brilliance', 'broadening', 'catholic', 'childhood', 'christian', 'compassionate', 'compelling', 'dark', 'dark', 'dark', 'deane', 'deepening', 'delicacy', 'description', 'elevates', 'extraordinary', 'fierce', 'filled', 'fine', 'force', 'globe', 'heart', 'humanity', 'imagined', 'intelligent', 'intense', 'intensely', 'journal', 'joy', 'keenly', 'library', 'los', 'luminous', 'mind', 'monitor', 'newsday', 'novel', 'novel', 'painstaking', 'poetic', 'powerful', 'profound', 'promises', 'pure', 'rare', 'read', 'reading', 'reading', 'reading', 'rendering', 'revelations', 'review', 'science', 'seamus', 'startle', 'story', 'succeeds', 'tells', 'terrible', 'timeout', 'times', 'truthful', 'unconditional', 'waiting', 'wit', 'wit', 'wordplay', 'writer', 'written', 'yeats', 'young']
uc1.32106014751256	4	['achingly', 'almost', 'authenticity', 'babel', 'book', 'book', 'born', 'brilliant', 'charm', 'child', 'dark', 'deane', 'deane', 'debuts', 'deny', 'desperately', 'directness', 'exceptional', 'eye', 'family', 'finding', 'gleams', 'greatest', 'griefs', 'hands', 'heaney', 'heartbreaking', 'heartening', 'honesty', 'illuminates', 'impossible', 'independent', 'isaac', 'kirkus', 'language', 'leaps', 'life', 'life', 'london', 'london', 'masterful', 'masterly', 'might', 'notable', 'novel', 'one', 'one', 'originality', 'overflowing', 'pain', 'poet', 'political', 'power', 'publishers', 'put', 'quivers', 'read', 'reading', 'real', 'reviews', 'rhapsodic', 'sad', 'sad', 'seamus', 'sense', 'simultaneously', 'something', 'sudden', 'sunday', 'sunday', 'swift', 'thrill', 'times', 'times', 'transfbtingly', 'transformation', 'transmitting', 'triumphs', 'view', 'violence', 'vivid', 'weekly', 'work', 'world', 'written', 'year']
uc1.32106014751256	5	['anthology', 'author', 'books', 'born', 'criticism', 'currently', 'dame', 'day', 'deane', 'derry', 'editor', 'field', 'general', 'international', 'irish', 'notre', 'number', 'poetry', 'seamus', 'teaches', 'university', 'well', 'writing']
uc1.32106014751256	6	['anthology', 'day', 'deane', 'editor', 'england', 'enlightenment', 'field', 'french', 'general', 'history', 'irish', 'irish', 'literature', 'revolution', 'seamus', 'short', 'writing']
uc1.32106014751256	7	[]
uc1.32106014751256	8	[]
uc1.32106014751256	9	['books', 'deane', 'division', 'house', 'international', 'new', 'random', 'seamus', 'vintage', 'vintage', 'york']
uc1.32106014751256	10	['address', 'alfred', 'america', 'author', 'book', 'books', 'britain', 'canada', 'canada', 'cape', 'caroline', 'cassandra', 'cataloged', 'cip', 'cm', 'congress', 'conventions', 'copyright', 'copyright', 'cruz', 'dark', 'deane', 'deane', 'deane', 'design', 'division', 'edition', 'edition', 'february', 'first', 'follows', 'forbes', 'great', 'hardcover', 'hardcover', 'house', 'house', 'house', 'international', 'international', 'isbn', 'isbn', 'jonathan', 'knopf', 'knopf', 'library', 'library', 'limited', 'london', 'new', 'new', 'originally', 'pappas', 'photograph', 'printed', 'published', 'published', 'random', 'random', 'random', 'reading', 'reserved', 'rights', 'santa', 'seamus', 'seamus', 'seamus', 'states', 'states', 'states', 'subsequently', 'toronto', 'uc', 'united', 'united', 'united', 'vintage', 'vintage', 'vintage', 'web', 'york', 'york']
