htid	page_number	page_tokens
mdp.39015051280942	1	[]
mdp.39015051280942	2	[]
mdp.39015051280942	3	[]
mdp.39015051280942	4	['v']
mdp.39015051280942	5	[]
mdp.39015051280942	6	['angel', 'author', 'boy', 'fever', 'fidelity', 'high', 'pitch', 'speaking']
mdp.39015051280942	7	['good', 'hornby', 'nick', 'viking']
mdp.39015051280942	8	['africa', 'africa', 'airborne', 'albany', 'alcorn', 'asserted', 'auckland', 'australia', 'australia', 'author', 'available', 'avenue', 'book', 'book', 'books', 'books', 'books', 'books', 'books', 'books', 'books', 'britain', 'britain', 'british', 'bury', 'canada', 'canada', 'catalogue', 'centre', 'cip', 'clays', 'cnr', 'community', 'copyright', 'copyright', 'copyright', 'dante', 'delhi', 'denver', 'edmunds', 'electronic', 'england', 'england', 'ext', 'first', 'form', 'great', 'great', 'group', 'harmondsworth', 'homby', 'hudson', 'india', 'india', 'introduced', 'ives', 'johannesburg', 'lane', 'library', 'limiting', 'london', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'may', 'means', 'mechanical', 'middlesex', 'monotype', 'moral', 'n', 'new', 'new', 'new', 'new', 'nick', 'nz', 'offices', 'ontario', 'otherwise', 'owner', 'p', 'panchsheel', 'park', 'part', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'penguin', 'permission', 'photocopying', 'phototypesetting', 'pic', 'printed', 'prior', 'pt', 'pty', 'publication', 'published', 'published', 'publisher', 'putnam', 'record', 'recording', 'registered', 'reproduced', 'reserved', 'reserved', 'retrieval', 'right', 'rights', 'rights', 'ringwood', 'roads', 'rosedale', 'rowland', 'set', 'south', 'south', 'st', 'st', 'stored', 'street', 'street', 'suffolk', 'system', 'toronto', 'transmitted', 'typeset', 'usa', 'victoria', 'viking', 'watkins', 'without', 'without', 'wrights', 'written', 'york', 'york', 'zealand']
mdp.39015051280942	9	['gill', 'hornby']
mdp.39015051280942	10	[]
mdp.39015051280942	11	['acknowledgements', 'amanda', 'anna', 'annabel', 'annan', 'anya', 'bryant', 'carlton', 'caroline', 'chiappe', 'cranitch', 'dawnay', 'ettinghausen', 'fraser', 'gaby', 'hallgarten', 'hardman', 'helen', 'jeremy', 'joanna', 'juliet', 'kennedy', 'lacey', 'martin', 'mary', 'petersen', 'posey', 'prior', 'ruth', 'susan', 'thanks', 'tony', 'waddington', 'wendy', 'wright']
mdp.39015051280942	12	[]
mdp.39015051280942	13	['afterwards', 'anyway', 'apparently', 'appointment', 'bit', 'brood', 'ca', 'called', 'car', 'car', 'car', 'car', 'car', 'choose', 'claim', 'claim', 'class', 'clearly', 'college', 'conduct', 'consolation', 'conversation', 'conversations', 'dance', 'david', 'decency', 'dental', 'describe', 'detail', 'divorce', 'divorce', 'endless', 'ends', 'even', 'even', 'even', 'example', 'forget', 'forgotten', 'got', 'got', 'happen', 'harvey', 'head', 'home', 'hotel', 'husband', 'husband', 'immense', 'imminent', 'imminent', 'judged', 'kids', 'kind', 'kind', 'kind', 'later', 'least', 'lee', 'leeds', 'leeds', 'like', 'looking', 'majority', 'manage', 'marriages', 'married', 'married', 'meeting', 'minutes', 'mistake', 'mobile', 'mobile', 'molly', 'molly', 'much', 'names', 'names', 'note', 'obviously', 'oswald', 'park', 'park', 'park', 'park', 'park', 'particular', 'people', 'person', 'person', 'person', 'phone', 'phone', 'presidents', 'really', 'really', 'really', 'remembered', 'remind', 'retrace', 'revised', 'room', 'say', 'shooting', 'sleep', 'slips', 'sometimes', 'sort', 'sort', 'surprise', 'teacher', 'tell', 'tells', 'ten', 'think', 'though', 'though', 'thousands', 'three', 'times', 'toss', 'trying', 'turn', 'turned', 'turns', 'twice', 'unrepresentative', 'want', 'want', 'way', 'woman', 'work', 'write', 'years']
mdp.39015051280942	14	['almost', 'almost', 'amused', 'argue', 'arguing', 'arrangements', 'baffled', 'banal', 'beginning', 'bits', 'bored', 'ca', 'call', 'cataclysmic', 'chat', 'clearly', 'come', 'come', 'come', 'critics', 'dentist', 'desperate', 'details', 'domestic', 'done', 'end', 'except', 'fall', 'fat', 'film', 'fine', 'first', 'genuinely', 'get', 'going', 'got', 'grumpy', 'grumpy', 'harmonious', 'head', 'hello', 'hiya', 'jamie', 'keep', 'kids', 'kids', 'leap', 'like', 'line', 'link', 'little', 'loads', 'long', 'long', 'love', 'made', 'marriage', 'means', 'meet', 'minor', 'missing', 'molly', 'molly', 'molly', 'moment', 'much', 'narrative', 'note', 'note', 'nothing', 'nothing', 'nothing', 'ominous', 'padding', 'part', 'pause', 'people', 'phone', 'phoned', 'phoning', 'plot', 'plough', 'ploughed', 'point', 'point', 'question', 'really', 'relatively', 'remember', 'remember', 'remind', 'right', 'round', 'say', 'say', 'say', 'school', 'second', 'see', 'see', 'silence', 'something', 'special', 'split', 'start', 'story', 'summarized', 'sure', 'synopsis', 'take', 'takes', 'tell', 'tetchy', 'think', 'though', 'thoughts', 'thus', 'time', 'tom', 'tomorrow', 'truth', 'turned', 'turned', 'tv', 'two', 'unbidden', 'watching', 'way', 'write', 'wrong', 'yeah', 'yeah', 'years']
mdp.39015051280942	15	['aggrieved', 'aggrieved', 'aggrieved', 'although', 'ask', 'asked', 'awake', 'becomes', 'began', 'better', 'better', 'bleak', 'bollocks', 'brilliant', 'call', 'calls', 'care', 'children', 'children', 'clever', 'code', 'coded', 'complicated', 'conversations', 'coughing', 'david', 'david', 'david', 'david', 'day', 'definition', 'dentist', 'difficult', 'divorce', 'enlighten', 'enough', 'even', 'even', 'even', 'evening', 'every', 'fact', 'first', 'fit', 'forgettable', 'forgettable', 'form', 'full', 'functional', 'get', 'get', 'going', 'ha', 'happen', 'healthy', 'hear', 'hear', 'hello', 'home', 'honest', 'hotel', 'however', 'hurt', 'hurting', 'husband', 'imagine', 'ingenuity', 'invent', 'kids', 'kids', 'know', 'know', 'lead', 'like', 'like', 'loaded', 'look', 'loving', 'lying', 'makes', 'marriage', 'miserable', 'move', 'need', 'nice', 'obscure', 'oh', 'oh', 'ok', 'ordinary', 'ordinary', 'outside', 'part', 'perhaps', 'permanently', 'phone', 'phone', 'phoned', 'piece', 'place', 'place', 'plans', 'play', 'point', 'programme', 'reason', 'reasons', 'relationship', 'relationships', 'relationships', 'remain', 'right', 'room', 'sail', 'say', 'say', 'see', 'several', 'simultaneously', 'situation', 'sniping', 'something', 'sorry', 'spectacularly', 'spent', 'struck', 'substance', 'subtext', 'sure', 'sustenance', 'taken', 'takes', 'talk', 'thing', 'things', 'think', 'today', 'together', 'topics', 'topics', 'trying', 'two', 'utter', 'way', 'well', 'word', 'work', 'world', 'wrong', 'yeah', 'years', 'years']
mdp.39015051280942	16	['aggrieved', 'alarming', 'angriest', 'angriest', 'anyway', 'arguments', 'aside', 'asking', 'bear', 'blind', 'bother', 'bother', 'brief', 'bus', 'buses', 'camera', 'case', 'column', 'column', 'column', 'contributes', 'cross', 'david', 'david', 'david', 'day', 'derives', 'diatribe', 'dull', 'elegant', 'every', 'excuse', 'fall', 'fashion', 'film', 'frequently', 'front', 'fuck', 'fuck', 'fuck', 'fuck', 'fucking', 'fucking', 'get', 'going', 'good', 'got', 'holloway', 'holloway', 'however', 'illustrated', 'income', 'inhabitants', 'insist', 'ironic', 'ironically', 'irony', 'know', 'know', 'last', 'laughed', 'little', 'little', 'lives', 'living', 'local', 'lookout', 'lost', 'make', 'man', 'man', 'marriage', 'mature', 'maybe', 'meaningful', 'metaphorical', 'minutes', 'molly', 'moment', 'moments', 'money', 'neat', 'needs', 'never', 'never', 'never', 'newspaper', 'nicole', 'noticed', 'obliging', 'ok', 'old', 'one', 'paper', 'partly', 'people', 'photograph', 'picture', 'please', 'point', 'point', 'possibly', 'possibly', 'question', 'read', 'read', 'read', 'ready', 'road', 'room', 'scriptwriter', 'seats', 'set', 'shit', 'snarling', 'something', 'something', 'something', 'something', 'standing', 'steady', 'stop', 'subtitled', 'superficial', 'ten', 'thus', 'tom', 'travelled', 'trick', 'true', 'turning', 'tv', 'undignified', 'us', 'use', 'wake', 'watching', 'ways', 'webster', 'well', 'work', 'written', 'yeah']
