htid	page_number	page_tokens
uc1.$b792347	1	['b', 'e', 'e', 'iii', 'l']
uc1.$b792347	2	['brary', 'californla', 'davis', 'university']
uc1.$b792347	3	[]
uc1.$b792347	4	[]
uc1.$b792347	5	['bella', 'bella', 'career', 'children', 'chucked', 'constantly', 'criminal', 'drugs', 'elected', 'esther', 'family', 'father', 'father', 'feel', 'floorboards', 'fretting', 'girlhood', 'gone', 'heard', 'hid', 'hospital', 'lawyer', 'leave', 'married', 'member', 'mental', 'mind', 'must', 'neither', 'norman', 'norman', 'norman', 'norman', 'nothing', 'outside', 'pills', 'plans', 'proud', 'rabbi', 'rabbi', 'refused', 'room', 'seemed', 'seen', 'sending', 'shattered', 'short', 'shoulders', 'sins', 'sister', 'socks', 'still', 'still', 'take', 'unmarried', 'wearing', 'wrong', 'years', 'zweck', 'zweck', 'zwecks']
uc1.$b792347	6	['author', 'e', 'e', 'e', 'e', 'e', 'e', 'g', 'h', 'k', 'n', 'r', 'set', 'u']
uc1.$b792347	7	['bernice', 'cali', 'davis', 'e', 'elected', 'ey', 'london', 'member', 'ott', 'p', 'rubens', 'university', 'wood']
uc1.$b792347	8	['bernice', 'britain', 'copyright', 'eyre', 'fetter', 'first', 'gateshead', 'great', 'lane', 'ltd', 'ltd', 'new', 'northumberland', 'press', 'printed', 'published', 'publishers', 'rubens', 'rudi', 'sbn', 'spottiswoode']
uc1.$b792347	9	['disturbed', 'disturbing', 'experience', 'families', 'laing', 'often', 'patients', 'politics']
uc1.$b792347	10	[]
uc1.$b792347	11	['awaited', 'bed', 'bed', 'bedroom', 'bequeathed', 'blades', 'body', 'boy', 'chained', 'chill', 'cold', 'dared', 'died', 'divided', 'divided', 'dividing', 'division', 'edged', 'embedding', 'ends', 'eyes', 'father', 'father', 'feel', 'felt', 'felt', 'fitful', 'foot', 'form', 'gladly', 'high', 'hollow', 'inheritance', 'inherited', 'knee', 'lain', 'lay', 'leg', 'leg', 'leg', 'legacy', 'line', 'mahoganyjoined', 'marriage', 'mattresses', 'middle', 'mother', 'nightmares', 'norman', 'norman', 'occasionally', 'one', 'open', 'parents', 'practical', 'purposes', 'raised', 'relaxed', 'safety', 'sake', 'savouring', 'sensation', 'shoulder', 'side', 'side', 'side', 'side', 'side', 'single', 'sleeps', 'slipped', 'slipped', 'son', 'stiffening', 'stiffening', 'stomach', 'straight', 'stretch', 'taken', 'terrible', 'thought', 'toe', 'together', 'touching', 'turned', 'two', 'two', 'vast', 'wakenings', 'without', 'years', 'years', 'young', 'youthful', 'zweck']
uc1.$b792347	12	['absence', 'acknowledge', 'adjusted', 'age', 'behind', 'believed', 'belly', 'blanket', 'body', 'calloused', 'catch', 'check', 'cheek', 'chin', 'cocoon', 'confirm', 'convince', 'cry', 'dark', 'darkness', 'darkness', 'die', 'doze', 'dreaded', 'ears', 'either', 'else', 'end', 'eyes', 'eyes', 'eyes', 'eyes', 'eyes', 'eyes', 'fear', 'feel', 'feeling', 'felt', 'first', 'flesh', 'folds', 'folds', 'folds', 'fraud', 'frightened', 'gathered', 'given', 'god', 'god', 'got', 'grasped', 'grazing', 'groin', 'groped', 'hand', 'hands', 'hear', 'hours', 'intellectualised', 'knew', 'knew', 'knows', 'knows', 'lay', 'least', 'legacy', 'let', 'light', 'light', 'like', 'listen', 'little', 'madman', 'many', 'necessary', 'nesses', 'never', 'never', 'nobody', 'nobody', 'nobody', 'notches', 'nothing', 'obsessed', 'often', 'one', 'one', 'one', 'one', 'open', 'opened', 'original', 'otherwise', 'patience', 'person', 'pillow', 'pillow', 'pillow', 'plenty', 'prelude', 'presence', 'pulled', 'put', 'quickly', 'quite', 'realities', 'rely', 'returned', 'returned', 'room', 'sadly', 'sanity', 'saw', 'screwed', 'see', 'short', 'side', 'sit', 'skin', 'sleep', 'sleeping', 'slipped', 'slowly', 'smiled', 'somebody', 'squinting', 'staring', 'stay', 'still', 'still', 'stinging', 'stomach', 'stretches', 'stubbled', 'sudden', 'surprised', 'tears', 'terrified', 'terrified', 'thighs', 'thought', 'tightly', 'touch', 'touch', 'turning', 'twisting', 'undeniable', 'underneath', 'veined', 'wads', 'want', 'wanted', 'went', 'willingness', 'wit', 'wrinkled', 'wrinkles', 'years', 'years', 'yet']
uc1.$b792347	13	['acknowledge', 'acknowledged', 'alongside', 'appearance', 'around', 'become', 'biscuits', 'blind', 'blotting', 'body', 'brass', 'breath', 'call', 'cheeks', 'clawed', 'cold', 'come', 'comforted', 'cosiness', 'crawl', 'credulous', 'curve', 'curve', 'delivered', 'dewy', 'disappearance', 'dissolved', 'ear', 'emanate', 'enough', 'entire', 'even', 'evidence', 'expert', 'family', 'father', 'felt', 'felt', 'filthy', 'fire', 'first', 'frightened', 'frightened', 'gone', 'got', 'gratefully', 'grazing', 'grind', 'hallucinating', 'hallucination', 'hand', 'hand', 'hand', 'head', 'heard', 'held', 'impermanence', 'killed', 'kind', 'knew', 'knowingly', 'lay', 'lay', 'left', 'legs', 'less', 'lie', 'lifted', 'like', 'line', 'line', 'lowered', 'make', 'mama', 'mother', 'mother', 'mouth', 'new', 'nightmare', 'nightmares', 'nod', 'noise', 'nothing', 'odour', 'opened', 'overtones', 'overwhelming', 'packaging', 'palm', 'paralysed', 'perhaps', 'perhaps', 'perhaps', 'picked', 'pillow', 'presence', 'presence', 'prone', 'proof', 'proof', 'psychiatrist', 'refrained', 'revealed', 'rid', 'right', 'room', 'rotten', 'rubbing', 'save', 'saw', 'scratching', 'screamed', 'seen', 'shamefully', 'sheet', 'sheet', 'sheet', 'sheet', 'sheets', 'shoulders', 'sister', 'skin', 'smell', 'smell', 'sniffed', 'soften', 'something', 'soul', 'spread', 'stared', 'stared', 'stroked', 'suddenly', 'sure', 'tears', 'terrified', 'things', 'things', 'things', 'told', 'tormented', 'tossed', 'uncovered', 'uncovered', 'virgin', 'wait', 'want', 'whispered', 'word', 'word', 'word', 'worn', 'wrinkled', 'years', 'yet']
uc1.$b792347	14	['accompany', 'accustomed', 'acknowledged', 'alive', 'along', 'anywhere', 'around', 'avoiding', 'back', 'back', 'back', 'back', 'bath', 'bathroom', 'beaten', 'became', 'bed', 'bed', 'began', 'bites', 'body', 'body', 'body', 'body', 'body', 'boiling', 'bottle', 'buried', 'buried', 'caught', 'clasping', 'clean', 'clenched', 'come', 'control', 'corner', 'crawling', 'cupboard', 'darkness', 'dettol', 'dowsed', 'drumming', 'entertain', 'excuse', 'exist', 'face', 'family', 'father', 'father', 'fear', 'fingers', 'fingers', 'fingers', 'fingers', 'fingers', 'fist', 'flesh', 'floor', 'floor', 'free', 'frenzy', 'give', 'going', 'grabbing', 'greet', 'groin', 'groped', 'hand', 'hands', 'head', 'head', 'hoped', 'humming', 'ignore', 'ignored', 'image', 'intended', 'keep', 'killable', 'knew', 'know', 'leapt', 'light', 'loitering', 'long', 'long', 'loudly', 'mad', 'mantelpiece', 'mirror', 'morning', 'moved', 'much', 'never', 'notice', 'obliquely', 'one', 'overcome', 'overpowering', 'perhaps', 'pillow', 'pillow', 'pillow', 'pillow', 'pillow', 'place', 'proof', 'proof', 'ran', 'reached', 'recognise', 'refused', 'rhythm', 'room', 'room', 'scars', 'scratched', 'scratching', 'scratching', 'screamed', 'shadow', 'shone', 'shoulders', 'shuffled', 'sing', 'sink', 'sit', 'sliding', 'slimy', 'slopped', 'slowly', 'smell', 'sobbing', 'spasmodic', 'spine', 'sponging', 'stared', 'started', 'sweat', 'teach', 'therefore', 'threw', 'took', 'torch', 'towards', 'trickled', 'tried', 'try', 'tune', 'turned', 'undeniable', 'visible', 'waited', 'waiting', 'waken', 'wallowed', 'watch', 'water', 'way', 'wipe', 'wondered']
uc1.$b792347	15	['achieve', 'along', 'aloud', 'always', 'another', 'arms', 'arms', 'around', 'asleep', 'bathroom', 'beam', 'beam', 'bed', 'bend', 'blanket', 'body', 'bowel', 'came', 'cancelled', 'clutched', 'congregated', 'conviction', 'crawled', 'crawled', 'creeping', 'curled', 'dark', 'day', 'day', 'days', 'despair', 'disappeared', 'dread', 'dreaded', 'drove', 'embracing', 'erased', 'every', 'exploded', 'father', 'fear', 'fear', 'feel', 'file', 'fire', 'fish', 'flesh', 'flesh', 'flock', 'foot', 'forgotten', 'full', 'fully', 'globules', 'grew', 'halt', 'hanging', 'hour', 'hurl', 'indulged', 'insects', 'invaded', 'itching', 'knees', 'know', 'known', 'left', 'legs', 'light', 'light', 'lightening', 'lodged', 'lunatic', 'madness', 'man', 'managed', 'manner', 'melted', 'memory', 'mirror', 'morning', 'night', 'night', 'nights', 'norman', 'norman', 'obscurity', 'onto', 'perambulated', 'pool', 'promenade', 'question', 'raw', 'ready', 'remember', 'right', 'rubbing', 'rug', 'sauntered', 'scratch', 'scratching', 'searching', 'see', 'seen', 'shifted', 'shrieked', 'silver', 'single', 'smell', 'smell', 'sniffing', 'son', 'soon', 'staring', 'stopped', 'suddenly', 'swarm', 'sweat', 'teasing', 'thighs', 'torch', 'torch', 'towards', 'traces', 'twisting', 'watched', 'whispered', 'woken', 'worn', 'wriggled', 'zweck']
uc1.$b792347	16	['allow', 'anger', 'angrily', 'anxiety', 'around', 'associations', 'automatic', 'bad', 'bed', 'bed', 'breakdown', 'breakfast', 'came', 'collapsed', 'crumpled', 'custom', 'dettol', 'dettol', 'dettol', 'dettol', 'dismiss', 'door', 'doubted', 'dream', 'eight', 'eight', 'even', 'everybody', 'exploded', 'father', 'fifth', 'foot', 'gently', 'get', 'gratitude', 'head', 'heard', 'hesitated', 'hit', 'immediately', 'inside', 'jumped', 'known', 'less', 'mad', 'maybe', 'meshuggana', 'night', 'norman', 'norman', 'norman', 'norman', 'nothing', 'pale', 'position', 'rabbi', 'rabbi', 'rabbi', 'raised', 'ready', 'responded', 'restless', 'room', 'room', 'saw', 'saw', 'screamed', 'shoulder', 'shouted', 'slammed', 'smell', 'smell', 'smell', 'smell', 'smell', 'sniffing', 'son', 'son', 'starting', 'survive', 'tapped', 'time', 'time', 'tried', 'turned', 'unnerve', 'wake', 'whether', 'wild', 'year', 'zweck', 'zweck', 'zweck']
uc1.$b792347	17	['ago', 'ago', 'agony', 'almost', 'asked', 'away', 'bed', 'began', 'begun', 'behind', 'bella', 'better', 'board', 'bother', 'bottle', 'bottle', 'bought', 'breaking', 'burst', 'calls', 'came', 'cap', 'cardigan', 'carpet', 'carpet', 'carpets', 'clever', 'conspire', 'crawling', 'daughter', 'day', 'days', 'denying', 'die', 'door', 'door', 'door', 'door', 'door', 'dress', 'extracted', 'family', 'father', 'father', 'father', 'feet', 'fish', 'fish', 'fish', 'fish', 'fish', 'floorboard', 'floorboard', 'frightened', 'fuss', 'getting', 'got', 'got', 'handful', 'happen', 'heard', 'heard', 'heard', 'heard', 'hearts', 'heaven', 'held', 'huh', 'hurriedly', 'insects', 'interrupt', 'isolation', 'key', 'killed', 'kitchen', 'kitchen', 'kitchen', 'knees', 'knew', 'large', 'level', 'live', 'locked', 'loneliness', 'looked', 'loose', 'low', 'mad', 'money', 'mouth', 'muttering', 'need', 'norman', 'oh', 'old', 'old', 'one', 'open', 'opened', 'optimism', 'outside', 'palm', 'panicked', 'perverse', 'pillows', 'place', 'plotting', 'poured', 'quietly', 'remembering', 'replaced', 'sake', 'scrambled', 'screwing', 'seemed', 'sense', 'shakily', 'sheets', 'shuddered', 'shut', 'sickened', 'silver', 'sister', 'sister', 'sit', 'slippered', 'smell', 'sniffing', 'something', 'something', 'son', 'son', 'son', 'son', 'sound', 'started', 'stood', 'stopped', 'stuffed', 'suddenly', 'supply', 'table', 'taken', 'tentatively', 'thought', 'thought', 'threw', 'time', 'tread', 'turn', 'underneath', 'unlocked', 'waited', 'waning', 'want', 'wanted', 'wash', 'water', 'wedged', 'week', 'whisper', 'whisperings', 'whoever', 'wrapping', 'years', 'yelled']
