htid	page_number	page_tokens
pst.000013408435	1	[]
pst.000013408435	2	['campus', 'campus', 'hazleton', 'hazleton', 'library', 'pennstate']
pst.000013408435	3	[]
pst.000013408435	4	[]
pst.000013408435	5	['handmaid', 'tale']
pst.000013408435	6	['animals', 'author', 'bodily', 'canadian', 'children', 'circle', 'country', 'criticism', 'dancing', 'dark', 'edible', 'fiction', 'game', 'girls', 'guide', 'happy', 'harm', 'journals', 'lady', 'life', 'literature', 'man', 'moodie', 'murder', 'oracle', 'poems', 'poems', 'poetry', 'politics', 'power', 'procedures', 'selected', 'stories', 'surfacing', 'survival', 'susanna', 'thematic', 'tree', 'true', 'underground', 'woman']
pst.000013408435	7	['atwood', 'bedford', 'campus', 'cape', 'commonwealth', 'handmaid', 'hazleton', 'jonathan', 'libraries', 'london', 'margaret', 'pennsylvania', 'square', 'state', 'tale', 'university']
pst.000013408435	8	['alabama', 'atwood', 'author', 'bedford', 'berlin', 'britain', 'britain', 'british', 'bury', 'canada', 'cape', 'cataloguing', 'copyright', 'data', 'department', 'dunbar', 'edmunds', 'edmundsbury', 'english', 'first', 'great', 'great', 'handmaid', 'heartbreak', 'hotel', 'isbn', 'jonathan', 'library', 'like', 'limited', 'lines', 'london', 'ltd', 'margaret', 'music', 'permission', 'pj', 'press', 'printed', 'providing', 'publication', 'published', 'publishing', 'reprinted', 'reprinted', 'space', 'square', 'st', 'st', 'suffolk', 'tale', 'thank', 'time', 'title', 'toad', 'tree', 'tuscaloosa', 'university', 'wcib', 'west']
pst.000013408435	9	['mary', 'miller', 'perry', 'webster']
pst.000013408435	10	[]
pst.000013408435	11	['anger', 'bare', 'bear', 'behold', 'bilhah', 'children', 'children', 'children', 'desert', 'despairing', 'die', 'eat', 'else', 'envied', 'fell', 'fortunately', 'fruit', 'genesis', 'give', 'go', 'god', 'hath', 'idle', 'jacob', 'jacob', 'jacob', 'jonathan', 'kindled', 'knees', 'length', 'maid', 'many', 'may', 'modest', 'offering', 'proposal', 'proposal', 'proverb', 'rachel', 'rachel', 'rachel', 'saw', 'says', 'shall', 'shalt', 'sign', 'sister', 'stead', 'stones', 'success', 'sufi', 'swift', 'thee', 'thou', 'thoughts', 'unto', 'unto', 'upon', 'upon', 'utterly', 'vain', 'visionary', 'wearied', 'withheld', 'wombl', 'years']
pst.000013408435	12	[]
pst.000013408435	13	['birth', 'contents', 'day', 'e', 'historical', 'household', 'ie', 'iv', 'ix', 'nap', 'night', 'night', 'night', 'night', 'night', 'night', 'night', 'notes', 'room', 'salvaging', 'scrolls', 'shopping', 'soul', 'v', 'vffl', 'vi', 'waiting', 'x', 'xe', 'xffl', 'xi', 'xiv', 'xv']
pst.000013408435	14	[]
pst.000013408435	15	['night']
pst.000013408435	16	[]
