htid	page_number	page_tokens
mdp.39015002824400	1	[]
mdp.39015002824400	2	[]
mdp.39015002824400	3	[]
mdp.39015002824400	4	[]
mdp.39015002824400	5	[]
mdp.39015002824400	6	[]
mdp.39015002824400	7	[]
mdp.39015002824400	8	['african', 'cats', 'chief', 'children', 'city', 'country', 'doris', 'english', 'five', 'fourteen', 'going', 'golden', 'grass', 'habit', 'home', 'innocence', 'landlocked', 'lessing', 'loving', 'man', 'marriage', 'martha', 'notebook', 'novels', 'old', 'particularly', 'poems', 'proper', 'pursuit', 'quest', 'retreat', 'ripple', 'short', 'singing', 'stories', 'stories', 'stories', 'stories', 'storm', 'two', 'violence', 'women']
mdp.39015002824400	9	['briefing', 'descent', 'hell']
mdp.39015002824400	10	['alfred', 'knopf', 'new', 'york']
mdp.39015002824400	11	['briefing', 'descent']
mdp.39015002824400	12	['ac', 'alfred', 'alfred', 'america', 'b', 'book', 'borzoi', 'card', 'catalog', 'congress', 'conventions', 'copyright', 'copyright', 'distributed', 'doris', 'edition', 'first', 'h', 'house', 'international', 'isbn', 'j', 'knopf', 'knopf', 'lessing', 'library', 'manufactured', 'new', 'new', 'number', 'pr', 'published', 'published', 'random', 'reserved', 'rights', 'states', 'states', 'undergraduatº', 'united', 'united', 'york', 'york']
mdp.39015002824400	13	['john', 'man', 'ne', 'son', 'ºr', 'ºvelſ']
mdp.39015002824400	14	[]
mdp.39015002824400	15	[]
mdp.39015002824400	16	[]
mdp.39015002824400	17	[]
mdp.39015002824400	18	['african', 'cats', 'chief', 'children', 'city', 'country', 'doris', 'english', 'five', 'fourteen', 'going', 'golden', 'grass', 'habit', 'home', 'innocence', 'landlocked', 'lessing', 'loving', 'man', 'marriage', 'martha', 'notebook', 'novels', 'old', 'particularly', 'poems', 'proper', 'pursuit', 'quest', 'retreat', 'ripple', 'short', 'singing', 'stories', 'stories', 'stories', 'stories', 'storm', 'two', 'wiolence', 'women']
mdp.39015002824400	19	['briefing', 'descent', 'hell']
mdp.39015002824400	20	['alfred', 'knopf', 'new', 'york']
mdp.39015002824400	21	['briefing', 'descent']
mdp.39015002824400	22	['alfred', 'alfred', 'america', 'book', 'borzoi', 'card', 'catalog', 'congress', 'conventions', 'copyright', 'copyright', 'distributed', 'doris', 'edition', 'first', 'house', 'international', 'isbn', 'knopf', 'knopf', 'lessing', 'library', 'manufactured', 'new', 'new', 'number', 'published', 'published', 'random', 'reserved', 'rights', 'states', 'states', 'united', 'united', 'york', 'york']
mdp.39015002824400	23	['evº', 'g', 'iſº', 'john', 'man', 'son', 'ºr']
mdp.39015002824400	24	[]
mdp.39015002824400	25	['anywhere', 'category', 'fiction', 'go', 'never']
mdp.39015002824400	26	[]
mdp.39015002824400	27	['among', 'animals', 'another', 'aright', 'around', 'atom', 'behold', 'beings', 'beings', 'biologist', 'breathing', 'broad', 'capillary', 'carson', 'century', 'century', 'commingled', 'contained', 'contained', 'covering', 'crustacea', 'dark', 'disclose', 'displayed', 'doth', 'drop', 'dwell', 'dying', 'earth', 'edge', 'elephant', 'every', 'every', 'fauna', 'feeding', 'film', 'fish', 'flood', 'flora', 'fourteenth', 'garden', 'gaze', 'gnat', 'grain', 'grain', 'grain', 'grain', 'grains', 'grasp', 'harvests', 'heart', 'heart', 'heart', 'heavens', 'human', 'hundred', 'inconceivably', 'infinitely', 'insects', 'larvae', 'like', 'limbs', 'liquid', 'little', 'living', 'lord', 'mahmoud', 'marine', 'master', 'match', 'may', 'microdroplet', 'millet', 'minuscule', 'minute', 'mites', 'mosquito', 'name', 'nile', 'ocean', 'one', 'one', 'plants', 'point', 'rachel', 'raindrop', 'reasoning', 'reproducing', 'resteth', 'roll', 'sage', 'sand', 'sand', 'sand', 'scale', 'sea', 'sea', 'seas', 'secret', 'seen', 'senses', 'separating', 'shabistari', 'shrimplike', 'small', 'small', 'space', 'sphere', 'spot', 'swim', 'swim', 'swimming', 'therein', 'therein', 'thou', 'thousand', 'thousands', 'twentieth', 'two', 'universe', 'upon', 'vast', 'water', 'water', 'water', 'wing', 'within', 'within', 'within', 'world', 'world', 'world', 'world', 'world', 'worlds', 'worlds', 'worms', 'yonder', 'yonder']
