htid	page_number	page_tokens
uva.x004847627	1	['booker', 'branca', 'comic', 'cooking', 'fernet', 'genius', 'independent', 'james', 'man', 'nominated', 'prize', 'slm', 'uropa', 'work']
uva.x004847627	2	['abounds', 'arrival', 'away', 'becomes', 'biography', 'biting', 'bitter', 'book', 'book', 'book', 'books', 'branca', 'brings', 'brother', 'butterscotch', 'buying', 'cast', 'celebrities', 'characters', 'chocolate', 'colorful', 'comedy', 'comic', 'composing', 'cooking', 'countryside', 'couple', 'cream', 'crooks', 'culinary', 'decades', 'delights', 'director', 'director', 'disastrous', 'earnest', 'earthy', 'eccentric', 'elite', 'equally', 'ever', 'expatriate', 'family', 'famous', 'fernet', 'fictitious', 'film', 'folk', 'formidable', 'frivolous', 'gerald', 'gerald', 'gerald', 'gerald', 'gerald', 'gerald', 'gerald', 'ghostwriter', 'hailing', 'hilarious', 'hilltop', 'homesteads', 'humor', 'ice', 'idol', 'idyll', 'including', 'including', 'indulging', 'italian', 'james', 'joined', 'l', 'laud', 'liquor', 'lives', 'lose', 'made', 'manners', 'many', 'marta', 'marta', 'marta', 'marta', 'mice', 'misunderstandings', 'moments', 'movie', 'musician', 'mussels', 'name', 'nanty', 'narrating', 'nearer', 'new', 'next', 'odd', 'outlandish', 'pacini', 'past', 'peculiar', 'piero', 'pop', 'pop', 'private', 'protagonists', 'proximity', 'republic', 'riah', 'run', 'samper', 'satire', 'sauce', 'score', 'series', 'sets', 'shattered', 'sight', 'sights', 'singer', 'sojourn', 'son', 'startling', 'subject', 'sumptuous', 'sun', 'supporting', 'take', 'target', 'teen', 'time', 'title', 'turns', 'tuscan', 'tuscan', 'tuscan', 'tuscan', 'tuscany', 'two', 'two', 'udder', 'version', 'whims', 'wicked', 'wiles', 'witty', 'working', 'working']
uva.x004847627	3	['acerbic', 'achieved', 'add', 'alien', 'almost', 'along', 'always', 'among', 'anyone', 'appetite', 'arrives', 'asides', 'balance', 'based', 'best', 'bold', 'book', 'book', 'book', 'branca', 'branca', 'cat', 'character', 'climax', 'comedy', 'comedy', 'comic', 'commercial', 'confederacy', 'consuming', 'cooking', 'cooking', 'delicious', 'deliciously', 'delight', 'derives', 'diary', 'dibdin', 'diet', 'divertimento', 'droll', 'dunces', 'eccentric', 'effect', 'elegant', 'end', 'entertaining', 'entirely', 'errors', 'escalate', 'evelyn', 'examiner', 'expatriate', 'experiences', 'exquisitely', 'farce', 'farce', 'fernet', 'fernet', 'forced', 'full', 'fun', 'games', 'genre', 'gerald', 'glossy', 'goatmilking', 'good', 'gore', 'guardian', 'guide', 'hardly', 'high', 'highly', 'hilarious', 'hilarious', 'humor', 'humorous', 'ingredients', 'inimitable', 'instead', 'irish', 'italian', 'joys', 'language', 'language', 'laughing', 'leave', 'life', 'like', 'linger', 'list', 'literary', 'literary', 'loosely', 'magnetism', 'manners', 'matters', 'melancholy', 'memorable', 'mention', 'michael', 'mind', 'moments', 'much', 'narrative', 'narrators', 'nasty', 'never', 'nice', 'nobody', 'novel', 'oblivion', 'observations', 'offers', 'one', 'one', 'original', 'paraffin', 'pastiche', 'penned', 'pie', 'playful', 'pleasure', 'plot', 'poems', 'poised', 'possibly', 'promises', 'put', 'rarely', 'rather', 'reading', 'reading', 'realities', 'recipe', 'recipes', 'refreshingly', 'reminds', 'reveal', 'review', 'review', 'satire', 'satires', 'satisfactions', 'sense', 'setting', 'single', 'skillful', 'smoked', 'sometimes', 'sophisticated', 'sorrow', 'spoiling', 'strikes', 'summer', 'summer', 'sun', 'supplement', 'tells', 'times', 'towards', 'tuscan', 'unashamedly', 'unreliable', 'us', 'vidal', 'vivid', 'volumes', 'waugh', 'way', 'way', 'wicked', 'wickedly', 'without', 'witty', 'witty', 'writer', 'yesteryear']
uva.x004847627	4	['absurd', 'action', 'amid', 'aperitif', 'barry', 'bouquet', 'bowled', 'branca', 'brilliance', 'celebrities', 'celebrity', 'chapter', 'charming', 'clashes', 'comedy', 'comedy', 'conveys', 'cooking', 'countless', 'countryside', 'creations', 'culinary', 'cultural', 'delicious', 'disastrous', 'disastrous', 'dry', 'english', 'especially', 'ethnocentric', 'everything', 'expose', 'fernet', 'frankly', 'fun', 'funny', 'funny', 'genuinely', 'great', 'great', 'ham', 'hearts', 'herald', 'herbal', 'high', 'hilarious', 'hot', 'humphries', 'ian', 'imaginative', 'influence', 'james', 'james', 'kelly', 'laugh', 'laughed', 'levels', 'lifestyles', 'list', 'loud', 'loud', 'man', 'manners', 'misunderstandings', 'novel', 'numerous', 'obsessions', 'occasions', 'one', 'outcome', 'parker', 'perceptions', 'perfect', 'peter', 'place', 'potent', 'potentially', 'read', 'relying', 'rich', 'romp', 'satire', 'satirizing', 'several', 'several', 'sheer', 'style', 'subtle', 'succeeds', 'summer', 'sunday', 'takes', 'tale', 'times', 'times', 'times', 'tuscan', 'whimsical', 'wins', 'wry', 'yet']
uva.x004847627	5	['branca', 'cooking', 'fernet']
uva.x004847627	6	['alps', 'america', 'ancient', 'author', 'boy', 'children', 'cornelius', 'death', 'dog', 'dutch', 'egypt', 'fiction', 'fiction', 'flight', 'gerontius', 'ghosts', 'greedy', 'griefwork', 'hawkridge', 'hostage', 'house', 'life', 'loving', 'manila', 'miles', 'monsters', 'mount', 'mummies', 'music', 'option', 'personal', 'playing', 'poetry', 'published', 'story', 'three', 'three', 'underground', 'view', 'war', 'war', 'water', 'waves']
uva.x004847627	7	['branca', 'cooking', 'editions', 'europa', 'fernet', 'james']
uva.x004847627	8	['arti', 'available', 'book', 'book', 'branca', 'britain', 'cataloging', 'congress', 'cooking', 'copyright', 'data', 'design', 'east', 'editions', 'editions', 'emanuele', 'europa', 'europa', 'events', 'faber', 'faber', 'fernet', 'fiction', 'fictitiously', 'first', 'first', 'floor', 'form', 'grafiche', 'great', 'historical', 'including', 'isbn', 'italy', 'james', 'james', 'la', 'library', 'limited', 'locales', 'moderna', 'new', 'part', 'people', 'printed', 'publication', 'publication', 'published', 'ragnisco', 'real', 'real', 'references', 'reproduction', 'reserved', 'right', 'rights', 'rome', 'street', 'used', 'whole', 'work', 'york']
uva.x004847627	9	['field', 'lyn', 'peter', 'rogers']
uva.x004847627	10	[]
